"","concept_id","concept_name","domain_id","concept_class_id","vocabulary_id"
"638",4177232,"Malignant neoplasm of occipital lobe","condition","clinical finding","SNOMED"
"639",4177233,"Malignant neoplasm of cerebral ventricles","condition","clinical finding","SNOMED"
"640",4180908,"Malignant neoplasm of brainstem","condition","clinical finding","SNOMED"
"641",4178974,"Malignant neoplasm of cerebral meninges","condition","clinical finding","SNOMED"
"642",4177235,"Malignant tumor of pituitary gland","condition","clinical finding","SNOMED"
"643",4178977,"Malignant tumor of pineal gland","condition","clinical finding","SNOMED"
"644",4180910,"Malignant tumor of vocal cord","condition","clinical finding","SNOMED"
"645",4178978,"Malignant tumor of aryepiglottic fold - laryngeal aspect","condition","clinical finding","SNOMED"
"646",4177237,"Malignant tumor of false cord","condition","clinical finding","SNOMED"
"647",4179095,"Malignant tumor of face","condition","clinical finding","SNOMED"
"648",4158977,"Retinoblastoma","condition","clinical finding","SNOMED"
"649",441224,"Primary malignant neoplasm of cervical esophagus","condition","clinical finding","SNOMED"
"650",374874,"Primary malignant neoplasm of eye","condition","clinical finding","SNOMED"
"651",4155169,"Primary malignant neoplasm of false vocal cord","condition","clinical finding","SNOMED"
"652",372567,"Primary malignant neoplasm of lacrimal gland","condition","clinical finding","SNOMED"
"653",4155170,"Primary malignant neoplasm of laryngeal aspect of aryepiglottic fold","condition","clinical finding","SNOMED"
"654",26052,"Primary malignant neoplasm of larynx","condition","clinical finding","SNOMED"
"655",4162122,"Primary malignant neoplasm of vocal cord","condition","clinical finding","SNOMED"
"656",4157451,"Carcinoma of glottis","condition","clinical finding","SNOMED"
"657",4157452,"Carcinoma of subglottis","condition","clinical finding","SNOMED"
"658",4162136,"Carcinoma of supraglottis","condition","clinical finding","SNOMED"
"659",4162251,"Malignant neoplasm of skin head and neck","condition","clinical finding","SNOMED"
"660",4157456,"Primary malignant neoplasm of skin head and neck","condition","clinical finding","SNOMED"
"661",4162999,"Carcinoma of vocal cord","condition","clinical finding","SNOMED"
"662",4164614,"Ring melanoma of ciliary body","condition","clinical finding","SNOMED"
"663",4221229,"Basal cell carcinoma of postauricular skin","condition","clinical finding","SNOMED"
"664",4221232,"Basal cell carcinoma of preauricular skin","condition","clinical finding","SNOMED"
"665",4220171,"Basal cell carcinoma of earlobe","condition","clinical finding","SNOMED"
"666",4220181,"Basal cell carcinoma of pinnal sulcus","condition","clinical finding","SNOMED"
"667",4220475,"Basal cell carcinoma of antihelix of ear","condition","clinical finding","SNOMED"
"668",4291143,"Basal cell carcinoma of lower eyelid","condition","clinical finding","SNOMED"
"669",4292378,"Basal cell carcinoma of medial canthus","condition","clinical finding","SNOMED"
"670",4291144,"Basal cell carcinoma of lateral canthus","condition","clinical finding","SNOMED"
"671",4224745,"Basal cell carcinoma of root of nose","condition","clinical finding","SNOMED"
"672",4221981,"Basal cell carcinoma of dorsum of nose","condition","clinical finding","SNOMED"
"673",4223496,"Basal cell carcinoma of lateral side wall of nose","condition","clinical finding","SNOMED"
"674",4222265,"Basal cell carcinoma of ala nasi","condition","clinical finding","SNOMED"
"675",4222266,"Basal cell carcinoma of supratip of nose","condition","clinical finding","SNOMED"
"676",4221984,"Basal cell carcinoma of tip of nose","condition","clinical finding","SNOMED"
"677",4292379,"Basal cell carcinoma of nasal columella","condition","clinical finding","SNOMED"
"678",4292380,"Basal cell carcinoma of nasolabial groove","condition","clinical finding","SNOMED"
"679",4292381,"Basal cell carcinoma of cheek","condition","clinical finding","SNOMED"
"680",4297665,"Basal cell carcinoma of chin","condition","clinical finding","SNOMED"
"681",4297666,"Basal cell carcinoma of neck","condition","clinical finding","SNOMED"
"682",4222268,"Basal cell carcinoma of helix of ear","condition","clinical finding","SNOMED"
"683",4222107,"Basal cell carcinoma of conchal bowl of ear","condition","clinical finding","SNOMED"
"684",4222108,"Basal cell carcinoma of antitragus","condition","clinical finding","SNOMED"
"685",4222109,"Basal cell carcinoma of tragus","condition","clinical finding","SNOMED"
"686",4222110,"Basal cell carcinoma of obverse of pinna","condition","clinical finding","SNOMED"
"687",4299417,"Basal cell carcinoma of face","condition","clinical finding","SNOMED"
"688",4291454,"Basal cell carcinoma of nose","condition","clinical finding","SNOMED"
"689",4294416,"Basal cell carcinoma of ear","condition","clinical finding","SNOMED"
"690",4300555,"Squamous cell carcinoma of scalp","condition","clinical finding","SNOMED"
"691",4298026,"Squamous cell carcinoma of skin of face","condition","clinical finding","SNOMED"
"692",4300556,"Squamous cell carcinoma of forehead","condition","clinical finding","SNOMED"
"693",4295624,"Squamous cell carcinoma of skin of ear","condition","clinical finding","SNOMED"
"694",4298032,"Basal cell carcinoma of scalp","condition","clinical finding","SNOMED"
"695",4298033,"Basal cell carcinoma of forehead","condition","clinical finding","SNOMED"
"696",4300565,"Basal cell carcinoma of temple","condition","clinical finding","SNOMED"
"697",4297184,"Basal cell carcinoma of glabella","condition","clinical finding","SNOMED"
"698",4297185,"Basal cell carcinoma of upper eyelid","condition","clinical finding","SNOMED"
"699",4298129,"Moll's gland adenocarcinoma","condition","clinical finding","SNOMED"
"700",4300574,"Ceruminous gland adenocarcinoma","condition","clinical finding","SNOMED"
"701",4237016,"Squamous cell carcinoma of larynx","condition","clinical finding","SNOMED"
"702",4252536,"Squamous cell carcinoma of epiglottis","condition","clinical finding","SNOMED"
"703",4189478,"Metastatic neuroblastoma of orbit proper","condition","clinical finding","SNOMED"
"704",4189506,"Mucosa-associated lymphoid tissue (MALT) lymphoma of orbit","condition","clinical finding","SNOMED"
"705",4216273,"Primary malignant neoplasm of ear, nose AND/OR throat","condition","clinical finding","SNOMED"
"706",4218170,"Malignant medulloepithelioma of ciliary body","condition","clinical finding","SNOMED"
"707",4226624,"Malignant lymphoma of the eye region","condition","clinical finding","SNOMED"
"708",4227209,"Primary intraocular non-Hodgkin malignant lymphoma","condition","clinical finding","SNOMED"
"709",4227969,"Primary lymphoma of brain associated with AIDS","condition","clinical finding","SNOMED"
"710",4306331,"Squamous cell carcinoma of bridge of nose","condition","clinical finding","SNOMED"
"711",4307574,"Squamous cell carcinoma of chin","condition","clinical finding","SNOMED"
"712",4307708,"Squamous cell carcinoma of ala nasi","condition","clinical finding","SNOMED"
"713",4309385,"Carcinoma of nasal meatus","condition","clinical finding","SNOMED"
"714",4312004,"Primary malignant neoplasm of lacrimal gland duct","condition","clinical finding","SNOMED"
"715",4307000,"Leukemic infiltration of orbit","condition","clinical finding","SNOMED"
"716",4313056,"Primary malignant neoplasm of lacrimal drainage system","condition","clinical finding","SNOMED"
"717",4313171,"Malignant melanoma of skin of canthus of eye","condition","clinical finding","SNOMED"
"718",4308621,"Squamous cell carcinoma of skin of neck","condition","clinical finding","SNOMED"
"719",4308629,"Basal cell carcinoma of external auditory canal","condition","clinical finding","SNOMED"
"720",4307407,"Carcinoma of tip of nose","condition","clinical finding","SNOMED"
"721",4310566,"Malignant neoplasm of skin of eyelid","condition","clinical finding","SNOMED"
"722",4309539,"Malignant melanoma of skin of lower eyelid","condition","clinical finding","SNOMED"
"723",4313205,"Malignant melanoma of skin of upper eyelid","condition","clinical finding","SNOMED"
"724",4307861,"Squamous cell carcinoma of external auditory canal","condition","clinical finding","SNOMED"
"725",4313766,"Malignant melanoma of retina","condition","clinical finding","SNOMED"
"726",4308005,"Squamous cell carcinoma of auricle of ear","condition","clinical finding","SNOMED"
"727",4309707,"Sarcoma of head and neck","condition","clinical finding","SNOMED"
"728",4312370,"Squamous cell carcinoma of tip of nose","condition","clinical finding","SNOMED"
"729",4314458,"Anaplastic glioma of brain","condition","clinical finding","SNOMED"
"730",4314584,"Squamous cell carcinoma of nasolabial fold","condition","clinical finding","SNOMED"
"731",4308934,"Malignant glioma of brainstem","condition","clinical finding","SNOMED"
"732",4313482,"Basal cell carcinoma of auricle of ear","condition","clinical finding","SNOMED"
"733",4314299,"Squamous cell carcinoma of temple","condition","clinical finding","SNOMED"
"734",4143679,"Hodgkin's disease, lymphocytic depletion of lymph nodes of head","condition","clinical finding","SNOMED"
"735",443588,"Malignant neoplasm of brain","condition","clinical finding","SNOMED"
"736",443561,"Malignant neoplasm of cerebrum","condition","clinical finding","SNOMED"
"737",762782,"Gnathic osteosarcoma","condition","clinical finding","SNOMED"
"738",4258703,"Primary squamous cell carcinoma of naris","condition","clinical finding","SNOMED"
"739",40479582,"Adenocarcinoma of head and neck","condition","clinical finding","SNOMED"
"740",40480128,"Malignant neoplasm of skin of face","condition","clinical finding","SNOMED"
"741",40482750,"Malignant neoplasm of ear","condition","clinical finding","SNOMED"
"742",40490343,"Chordoma of clivus","condition","clinical finding","SNOMED"
"743",40486083,"Leiomyosarcoma of scalp","condition","clinical finding","SNOMED"
"744",40486535,"Angiosarcoma of cheek","condition","clinical finding","SNOMED"
"745",40487047,"Malignant neoplasm of carotid body","condition","clinical finding","SNOMED"
"746",40487484,"Carcinoma of cheek","condition","clinical finding","SNOMED"
"747",40488902,"Malignant neoplasm of cerebellopontine angle","condition","clinical finding","SNOMED"
"748",40488917,"Follicular non-Hodgkin's lymphoma of nose","condition","clinical finding","SNOMED"
"749",40488935,"Malignant neoplasm of axial suprasellar region of brain","condition","clinical finding","SNOMED"
"750",40488937,"Malignant teratoma of pineal region","condition","clinical finding","SNOMED"
"751",40488991,"Malignant neoplasm of mastoid","condition","clinical finding","SNOMED"
"752",40489481,"Non-Hodgkin's lymphoma of nose","condition","clinical finding","SNOMED"
"753",40490009,"Transglottic malignant neoplasm of larynx","condition","clinical finding","SNOMED"
"754",40490463,"Malignant neoplasm of maxillofacial bone","condition","clinical finding","SNOMED"
"755",40490993,"Malignant neoplasm of mandible","condition","clinical finding","SNOMED"
"756",40490994,"Malignant neoplasm of soft tissue of orbit","condition","clinical finding","SNOMED"
"757",40492016,"Carcinoma of pineal gland","condition","clinical finding","SNOMED"
"758",40492482,"Squamous cell carcinoma of nose","condition","clinical finding","SNOMED"
"759",40492932,"Carcinoma of nose","condition","clinical finding","SNOMED"
"760",40492933,"Carcinoma of brain","condition","clinical finding","SNOMED"
"761",40492934,"Carcinoma of nasal cavity","condition","clinical finding","SNOMED"
"762",40493019,"Diffuse non-Hodgkin's lymphoma of nose","condition","clinical finding","SNOMED"
"763",40493020,"Malignant neoplasm of upper respiratory tract","condition","clinical finding","SNOMED"
"764",40493032,"Carcinoma of maxilla","condition","clinical finding","SNOMED"
"765",40486161,"Carcinoma of face","condition","clinical finding","SNOMED"
"766",40486207,"Carcinoma of hypothalamus","condition","clinical finding","SNOMED"
"767",40486222,"Sarcoma of mandible","condition","clinical finding","SNOMED"
"768",40486640,"Sarcoma of skull","condition","clinical finding","SNOMED"
"769",40487140,"Carcinoma of nasal septum","condition","clinical finding","SNOMED"
"770",40487143,"Malignant neoplasm of cerebellum","condition","clinical finding","SNOMED"
"771",40487596,"Carcinoma of mandible","condition","clinical finding","SNOMED"
"772",133511,"Lethal midline granuloma","condition","clinical finding","SNOMED"
"773",37016571,"Basal cell carcinoma of naris","condition","clinical finding","SNOMED"
"774",36684443,"Grade 2 astrocytoma of brain","condition","clinical finding","SNOMED"
"775",36717624,"Primary glioblastoma multiforme of frontal lobe","condition","clinical finding","SNOMED"
"776",36685010,"Sarcoma of face","condition","clinical finding","SNOMED"
"777",44783808,"Undifferentiated carcinoma of nasal sinus","condition","clinical finding","SNOMED"
"778",44783845,"Malignant melanoma of nasal cavity","condition","clinical finding","SNOMED"
"779",44784245,"Malignant melanoma of ethmoid sinus","condition","clinical finding","SNOMED"
"780",44784247,"Malignant melanoma of maxillary sinus","condition","clinical finding","SNOMED"
"781",44782471,"Supratentorial primitive neuroectodermal tumor","condition","clinical finding","SNOMED"
"782",44783280,"Sarcoma of orbit","condition","clinical finding","SNOMED"
"783",44782480,"Leiomyosarcoma of orbit","condition","clinical finding","SNOMED"
"784",45768824,"Primary adenocarcinoma of accessory sinus","condition","clinical finding","SNOMED"
"785",45771012,"Primary adenocarcinoma of maxillary sinus","condition","clinical finding","SNOMED"
"786",45768828,"Primary adenocarcinoma of ethmoidal sinus","condition","clinical finding","SNOMED"
"787",45768829,"Primary adenocarcinoma of frontal sinus","condition","clinical finding","SNOMED"
"788",45768830,"Primary adenocarcinoma of sphenoidal sinus","condition","clinical finding","SNOMED"
"789",45771013,"Primary carcinoma of accessory sinus","condition","clinical finding","SNOMED"
"790",45768831,"Primary carcinoma of ethmoidal sinus","condition","clinical finding","SNOMED"
"791",45768832,"Primary carcinoma of maxillary sinus","condition","clinical finding","SNOMED"
"792",45772927,"Primary carcinoma of sphenoidal sinus","condition","clinical finding","SNOMED"
"793",45768833,"Primary carcinoma of frontal sinus","condition","clinical finding","SNOMED"
"794",45771014,"Malignant melanoma of accessory sinus","condition","clinical finding","SNOMED"
"795",45768836,"Primary squamous cell carcinoma of accessory sinus","condition","clinical finding","SNOMED"
"796",45771015,"Primary squamous cell carcinoma of maxillary sinus","condition","clinical finding","SNOMED"
"797",45768837,"Primary squamous cell carcinoma of sphenoidal sinus","condition","clinical finding","SNOMED"
"798",45768838,"Primary squamous cell carcinoma of frontal sinus","condition","clinical finding","SNOMED"
"799",45768839,"Primary squamous cell carcinoma of laryngeal cartilage","condition","clinical finding","SNOMED"
"800",45768840,"Primary squamous cell carcinoma of larynx","condition","clinical finding","SNOMED"
"801",45773563,"Primary squamous cell carcinoma of ethmoidal sinus","condition","clinical finding","SNOMED"
"802",45772928,"Primary lymphoepithelial carcinoma of larynx","condition","clinical finding","SNOMED"
"803",45768841,"Malignant melanoma of frontal sinus","condition","clinical finding","SNOMED"
"804",45768842,"Malignant melanoma of sphenoidal sinus","condition","clinical finding","SNOMED"
"805",45768893,"Primary undifferentiated carcinoma of larynx","condition","clinical finding","SNOMED"
"806",45768894,"Primary spindle cell squamous cell carcinoma of larynx","condition","clinical finding","SNOMED"
"807",45768895,"Primary basaloid carcinoma of larynx","condition","clinical finding","SNOMED"
"808",45771018,"Primary adenosquamous cell carcinoma of larynx","condition","clinical finding","SNOMED"
"809",45768896,"Primary adenoid squamous cell carcinoma of larynx","condition","clinical finding","SNOMED"
"810",45768897,"Primary papillary squamous cell carcinoma of larynx","condition","clinical finding","SNOMED"
"811",45768898,"Primary verrucous carcinoma of larynx","condition","clinical finding","SNOMED"
"812",45768899,"Overlapping squamous cell carcinoma of larynx","condition","clinical finding","SNOMED"
"813",45768900,"Overlapping squamous cell carcinoma of laryngeal cartilage","condition","clinical finding","SNOMED"
"814",45768940,"Primary adenocarcinoma of subglottis","condition","clinical finding","SNOMED"
"815",45768979,"Primary squamous cell carcinoma of branchial cleft","condition","clinical finding","SNOMED"
"816",45769017,"Primary squamous cell carcinoma of supraglottis","condition","clinical finding","SNOMED"
"817",45769018,"Primary squamous cell carcinoma of subglottis","condition","clinical finding","SNOMED"
"818",45769087,"Primary giant cell carcinoma of larynx","condition","clinical finding","SNOMED"
"819",45769089,"Primary basaloid squamous cell carcinoma of larynx","condition","clinical finding","SNOMED"
"820",45769091,"Primary squamous cell carcinoma of glottis","condition","clinical finding","SNOMED"
"821",45769780,"Periosteal osteosarcoma of jaw","condition","clinical finding","SNOMED"
"822",46271921,"Malignant odontogenic neoplasm of lower jaw","condition","clinical finding","SNOMED"
"823",46271922,"Malignant odontogenic tumor of upper jaw","condition","clinical finding","SNOMED"
"824",37017087,"Malignant ameloblastoma of mandible","condition","clinical finding","SNOMED"
"825",37017112,"Primary cerebral lymphoma co-occurrent with human immunodeficiency virus infection","condition","clinical finding","SNOMED"
"826",37017114,"Malignant meningioma of meninges of brain","condition","clinical finding","SNOMED"
"827",37396187,"Pineal parenchymal tumor of intermediate differentiation","condition","clinical finding","SNOMED"
"828",37396745,"Squamous cell carcinoma of head and neck","condition","clinical finding","SNOMED"
"829",36715787,"Primary adenocarcinoma of ciliary epithelium","condition","clinical finding","SNOMED"
"830",36715788,"Primary adenocarcinoma of epithelium of iris","condition","clinical finding","SNOMED"
"831",36715789,"Primary malignant neoplasm of lacrimal apparatus","condition","clinical finding","SNOMED"
"832",36715790,"Primary adenocarcinoma of lacrimal apparatus","condition","clinical finding","SNOMED"
"833",36715799,"Primary adenocarcinoma of nasal cavity","condition","clinical finding","SNOMED"
"834",36717484,"Primary adenocarcinoma of middle ear","condition","clinical finding","SNOMED"
"835",36715835,"Primary squamous cell carcinoma of overlapping lesion of accessory sinuses","condition","clinical finding","SNOMED"
"836",36715836,"Primary adenocarcinoma of overlapping lesion of accessory sinuses","condition","clinical finding","SNOMED"
"837",36716193,"Primary squamous cell carcinoma of ear","condition","clinical finding","SNOMED"
"838",36716605,"Primary malignant melanoma of cornea","condition","clinical finding","SNOMED"
"839",36716606,"Primary squamous cell carcinoma of lacrimal apparatus","condition","clinical finding","SNOMED"
"840",36717578,"Primary squamous cell carcinoma of middle ear","condition","clinical finding","SNOMED"
"841",36716633,"Primary mucoepidermoid carcinoma of lacrimal apparatus","condition","clinical finding","SNOMED"
"842",36716941,"Primary squamous cell carcinoma of nasal cavity","condition","clinical finding","SNOMED"
"843",37109901,"Primary osteosarcoma of bone of jaw","condition","clinical finding","SNOMED"
"844",37109902,"Primary osteosarcoma of articular cartilage of jaw","condition","clinical finding","SNOMED"
"845",42536528,"Primary malignant neuroepitheliomatous neoplasm of nasal cavity","condition","clinical finding","SNOMED"
"846",42536762,"Primary ganglioneuroblastoma of brain","condition","clinical finding","SNOMED"
"847",42536892,"Primary malignant neuroepithelial neoplasm of retina","condition","clinical finding","SNOMED"
"848",42536893,"Primary malignant neoplasm of ocular adnexa","condition","clinical finding","SNOMED"
"849",42539581,"Primary malignant neoplasm of lacrimal caruncle","condition","clinical finding","SNOMED"
"850",42536894,"Primary malignant neuroepithelial neoplasm of iris","condition","clinical finding","SNOMED"
"851",42536895,"Primary malignant neuroepithelial neoplasm of ciliary body","condition","clinical finding","SNOMED"
"852",42536896,"Primary malignant neuroepithelial neoplasm of orbit","condition","clinical finding","SNOMED"
"853",42538692,"Astroblastoma of brain","condition","clinical finding","SNOMED"
"854",35622133,"Primary lymphoma of conjunctiva","condition","clinical finding","SNOMED"
"855",35614931,"Pineoblastoma","condition","clinical finding","SNOMED"
"856",36676672,"Primary ameloblastic carcinoma","condition","clinical finding","SNOMED"
"857",37312118,"Malignant middle ear paraganglioma","condition","clinical finding","SNOMED"
"858",37311849,"Malignant pituitary blastoma","condition","clinical finding","SNOMED"
"859",3654361,"Chordoma of cervical spine","condition","clinical finding","SNOMED"
"860",3655607,"Malignant melanoma of orbit","condition","clinical finding","SNOMED"
"861",3655608,"Malignant melanoma of overlapping lesion of eye and adnexa","condition","clinical finding","SNOMED"
"862",3655614,"Malignant melanoma of lacrimal gland","condition","clinical finding","SNOMED"
"863",3663221,"Malignant melanoma of lacrimal drainage system","condition","clinical finding","SNOMED"
"864",3655627,"Malignant nerve sheath neoplasm of peripheral nerve of head and neck","condition","clinical finding","SNOMED"
"865",3655843,"Osteosarcoma of bone of head","condition","clinical finding","SNOMED"
"866",37018638,"Malignant glioma of cerebrum","condition","clinical finding","SNOMED"
"867",764935,"Primary malignant glioma of brain","condition","clinical finding","SNOMED"
"868",37018639,"Malignant glioma of hypothalamus","condition","clinical finding","SNOMED"
"869",37018640,"Malignant glioma of cerebellum","condition","clinical finding","SNOMED"
"870",36684446,"Low grade malignant glioma of brain","condition","clinical finding","SNOMED"
"871",36684447,"Grade 4 malignant glioma of brain","condition","clinical finding","SNOMED"
"872",437504,"Burkitt's tumor of lymph nodes of head, face AND/OR neck","condition","clinical finding","SNOMED"
"873",436362,"Letterer-Siwe disease of lymph nodes of head, face AND/OR neck","condition","clinical finding","SNOMED"
"874",441525,"Malignant histiocytosis of lymph nodes of head, face AND/OR neck","condition","clinical finding","SNOMED"
"875",438698,"Malignant lymphoma of lymph nodes of head, face AND/OR neck","condition","clinical finding","SNOMED"
"876",4244166,"Malignant melanoma of skin of cheek","condition","clinical finding","SNOMED"
"877",4244167,"Malignant melanoma of skin of chin","condition","clinical finding","SNOMED"
"878",444462,"Malignant melanoma of skin of ear","condition","clinical finding","SNOMED"
"879",134294,"Malignant melanoma of skin of external auditory canal","condition","clinical finding","SNOMED"
"880",4245918,"Malignant melanoma of skin of eyebrow","condition","clinical finding","SNOMED"
"881",434590,"Malignant melanoma of skin of eyelid","condition","clinical finding","SNOMED"
"882",133713,"Malignant melanoma of skin of face","condition","clinical finding","SNOMED"
"883",4246474,"Malignant melanoma of skin of forehead","condition","clinical finding","SNOMED"
"884",433161,"Hodgkin's disease, lymphocytic depletion of lymph nodes of head, face AND/OR neck","condition","clinical finding","SNOMED"
"885",437818,"Hodgkin's disease of lymph nodes of head, face AND/OR neck","condition","clinical finding","SNOMED"
"886",435494,"Hodgkin's paragranuloma of lymph nodes of head, face AND/OR neck","condition","clinical finding","SNOMED"
"887",440050,"Malignant melanoma of skin of neck","condition","clinical finding","SNOMED"
"888",4244488,"Malignant melanoma of skin of nose","condition","clinical finding","SNOMED"
"889",442143,"Malignant melanoma of skin of scalp","condition","clinical finding","SNOMED"
"890",4246792,"Malignant melanoma of skin of temporal region","condition","clinical finding","SNOMED"
"891",4244491,"Primary malignant neoplasm of abducens nerve","condition","clinical finding","SNOMED"
"892",4247716,"Primary malignant neoplasm of accessory nerve","condition","clinical finding","SNOMED"
"893",259748,"Primary malignant neoplasm of accessory sinus","condition","clinical finding","SNOMED"
"894",4246013,"Primary malignant neoplasm of acoustic nerve","condition","clinical finding","SNOMED"
"895",4246019,"Primary malignant neoplasm of blood vessel of face","condition","clinical finding","SNOMED"
"896",4246798,"Primary malignant neoplasm of blood vessel of head","condition","clinical finding","SNOMED"
"897",4247723,"Primary malignant neoplasm of blood vessel of neck","condition","clinical finding","SNOMED"
"898",4246025,"Primary malignant neoplasm of bone of face","condition","clinical finding","SNOMED"
"899",4246802,"Primary malignant neoplasm of bone of skull","condition","clinical finding","SNOMED"
"900",441806,"Primary malignant neoplasm of brain stem","condition","clinical finding","SNOMED"
"901",380055,"Primary malignant neoplasm of brain","condition","clinical finding","SNOMED"
"902",27235,"Primary malignant neoplasm of carotid body","condition","clinical finding","SNOMED"
"903",4246028,"Primary malignant neoplasm of cartilage of nose","condition","clinical finding","SNOMED"
"904",433149,"Primary malignant neoplasm of cerebellum","condition","clinical finding","SNOMED"
"905",436926,"Primary malignant neoplasm of cerebral meninges","condition","clinical finding","SNOMED"
"906",432848,"Primary malignant neoplasm of cerebral ventricle","condition","clinical finding","SNOMED"
"907",380661,"Primary malignant neoplasm of cerebrum","condition","clinical finding","SNOMED"
"908",4246030,"Primary malignant neoplasm of cervical vertebral column","condition","clinical finding","SNOMED"
"909",4246031,"Primary malignant neoplasm of cheek","condition","clinical finding","SNOMED"
"910",378696,"Primary malignant neoplasm of choroid","condition","clinical finding","SNOMED"
"911",4246808,"Primary malignant neoplasm of ciliary body (primary)","condition","clinical finding","SNOMED"
"912",373151,"Primary malignant neoplasm of conjunctiva (primary)","condition","clinical finding","SNOMED"
"913",375490,"Primary malignant neoplasm of cornea (primary)","condition","clinical finding","SNOMED"
"914",442134,"Primary malignant neoplasm of craniopharyngeal duct","condition","clinical finding","SNOMED"
"915",4246922,"Primary malignant neoplasm of epiglottis","condition","clinical finding","SNOMED"
"916",4247239,"Primary malignant neoplasm of ethmoid bone","condition","clinical finding","SNOMED"
"917",140046,"Primary malignant neoplasm of ethmoidal sinus","condition","clinical finding","SNOMED"
"918",4246037,"Primary malignant neoplasm of eustachian tube","condition","clinical finding","SNOMED"
"919",442132,"Primary malignant neoplasm of face","condition","clinical finding","SNOMED"
"920",4246923,"Primary malignant neoplasm of facial nerve","condition","clinical finding","SNOMED"
"921",4311475,"Primary malignant neoplasm of frontal bone","condition","clinical finding","SNOMED"
"922",441233,"Primary malignant neoplasm of frontal lobe","condition","clinical finding","SNOMED"
"923",132258,"Primary malignant neoplasm of frontal sinus","condition","clinical finding","SNOMED"
"924",260336,"Primary malignant neoplasm of glottis","condition","clinical finding","SNOMED"
"925",442131,"Primary malignant neoplasm of head","condition","clinical finding","SNOMED"
"926",4247829,"Primary malignant neoplasm of hypoglossal nerve","condition","clinical finding","SNOMED"
"927",4246124,"Primary malignant neoplasm of jaw","condition","clinical finding","SNOMED"
"928",4247830,"Primary malignant neoplasm of laryngeal commissure","condition","clinical finding","SNOMED"
"929",379756,"Primary malignant neoplasm of mandible","condition","clinical finding","SNOMED"
"930",4311483,"Primary malignant neoplasm of mastoid air cells","condition","clinical finding","SNOMED"
"931",4246130,"Primary malignant neoplasm of maxilla","condition","clinical finding","SNOMED"
"932",137800,"Primary malignant neoplasm of maxillary sinus","condition","clinical finding","SNOMED"
"933",4247336,"Primary malignant neoplasm of middle ear","condition","clinical finding","SNOMED"
"934",4311487,"Primary malignant neoplasm of muscle of face","condition","clinical finding","SNOMED"
"935",4247838,"Primary malignant neoplasm of muscle of head","condition","clinical finding","SNOMED"
"936",4311489,"Primary malignant neoplasm of muscle of neck","condition","clinical finding","SNOMED"
"937",4246136,"Primary malignant neoplasm of nasal bone","condition","clinical finding","SNOMED"
"938",438367,"Primary malignant neoplasm of nasal cavity","condition","clinical finding","SNOMED"
"939",4247843,"Primary malignant neoplasm of nasal concha","condition","clinical finding","SNOMED"
"940",30346,"Primary malignant neoplasm of neck","condition","clinical finding","SNOMED"
"941",4247338,"Primary malignant neoplasm of nose","condition","clinical finding","SNOMED"
"942",4247846,"Primary malignant neoplasm of occipital bone","condition","clinical finding","SNOMED"
"943",432559,"Primary malignant neoplasm of occipital lobe","condition","clinical finding","SNOMED"
"944",4311493,"Primary malignant neoplasm of oculomotor nerve","condition","clinical finding","SNOMED"
"945",4247847,"Primary malignant neoplasm of olfactory nerve","condition","clinical finding","SNOMED"
"946",441809,"Primary malignant neoplasm of orbit","condition","clinical finding","SNOMED"
"947",139753,"Primary malignant neoplasm of parathyroid gland","condition","clinical finding","SNOMED"
"948",4247339,"Primary malignant neoplasm of parietal bone","condition","clinical finding","SNOMED"
"949",438086,"Primary malignant neoplasm of parietal lobe","condition","clinical finding","SNOMED"
"950",26361,"Primary malignant neoplasm of pineal gland","condition","clinical finding","SNOMED"
"951",24296,"Primary malignant neoplasm of pituitary gland","condition","clinical finding","SNOMED"
"952",377811,"Primary malignant neoplasm of retina (primary)","condition","clinical finding","SNOMED"
"953",4312677,"Primary malignant neoplasm of sclera (primary)","condition","clinical finding","SNOMED"
"954",4246225,"Primary malignant neoplasm of septum of nose","condition","clinical finding","SNOMED"
"955",4246227,"Primary malignant neoplasm of skin of cheek","condition","clinical finding","SNOMED"
"956",4246228,"Primary malignant neoplasm of skin of chin","condition","clinical finding","SNOMED"
"957",4247350,"Primary malignant neoplasm of skin of ear","condition","clinical finding","SNOMED"
"958",136916,"Primary malignant neoplasm of skin of external auditory canal","condition","clinical finding","SNOMED"
"959",4246230,"Primary malignant neoplasm of skin of eyebrow","condition","clinical finding","SNOMED"
"960",435755,"Primary malignant neoplasm of skin of eyelid","condition","clinical finding","SNOMED"
"961",136917,"Primary malignant neoplasm of skin of face","condition","clinical finding","SNOMED"
"962",4246231,"Primary malignant neoplasm of skin of forehead","condition","clinical finding","SNOMED"
"963",434291,"Primary malignant neoplasm of skin of neck","condition","clinical finding","SNOMED"
"964",4311617,"Primary malignant neoplasm of skin of nose","condition","clinical finding","SNOMED"
"965",4312687,"Primary malignant neoplasm of skin of scalp","condition","clinical finding","SNOMED"
"966",4247354,"Primary malignant neoplasm of skin of temporal region","condition","clinical finding","SNOMED"
"967",4311619,"Primary malignant neoplasm of soft tissues of face","condition","clinical finding","SNOMED"
"968",4247357,"Primary malignant neoplasm of soft tissues of head","condition","clinical finding","SNOMED"
"969",4246235,"Primary malignant neoplasm of soft tissues of neck","condition","clinical finding","SNOMED"
"970",4246236,"Primary malignant neoplasm of sphenoid bone","condition","clinical finding","SNOMED"
